Url /tour/hotel-search/nearby-scenic/query
 Date 8
Hour 19 192449
Hour 20 198600
Hour 21 167520
Hour 22 176476
Hour 23 163651
Date 19
Hour 0 118225
Hour 1 141925
Hour 2 341927
Hour 3 572424
Hour 4 568726
Hour 5 534577
Hour 6 129109
Hour 7 131017
Hour 8 142688
Hour 9 154417
Hour 10 155063
Hour 11 159847
Hour 12 142910
Hour 13 142619
Hour 14 148193
Hour 15 153641
Hour 16 182738
Hour 17 182195
Hour 18 195611
Hour 19 176168
Hour 20 181495
Hour 21 176909
Hour 22 180759
Hour 23 154780
Date 20
Hour 0 107005
Hour 1 142513
Hour 2 327351
Hour 3 558726
Hour 4 552617
Hour 5 341929
Hour 6 102744
Hour 7 114965
Hour 8 128692
Hour 9 139167
Hour 10 151753
Hour 11 153596
Hour 12 148792
Hour 13 155007
Hour 14 158559
Hour 15 155297
Hour 16 174676
Hour 17 165169
Hour 18 183491
Hour 19 182636
Hour 20 188589
Hour 21 174334
Hour 22 174332
Hour 23 146121
Date 21
Hour 0 93042
Hour 1 120542
Hour 2 316087
Hour 3 559840
Hour 4 551913
Hour 5 308057
Hour 6 87803
Hour 7 94322
Hour 8 120265
Hour 9 150336
Hour 10 172487
Hour 11 175881
Hour 12 183365
Hour 13 212709
Hour 14 204018
Hour 15 184495
Hour 16 217723
Hour 17 178068
Hour 18 191569
Hour 19 192873
Hour 20 201512
Hour 21 187296
Hour 22 186546
Hour 23 166131
Date 22
Hour 0 93285
Hour 1 120737
Hour 2 317457
Hour 3 558892
Hour 4 562140
Hour 5 333262
Hour 6 96605
Hour 7 118275
Hour 8 150448
Hour 9 170487
Hour 10 191882
Hour 11 193512
Hour 12 174589
Hour 13 199296
Hour 14 206399
Hour 15 196270
Hour 16 204375
Hour 17 172462
Hour 18 158181
Hour 19 176307
Hour 20 209062
Hour 21 240544
Hour 22 235386
Hour 23 183153
Url /tour/hotel-search/query
 Date 8
Hour 0 4987
Hour 1 4779
Hour 2 4601
Hour 3 4530
Hour 4 5640
Hour 5 4440
Hour 6 5728
Hour 7 5630
Hour 8 8774
Hour 9 10224
Hour 10 11235
Hour 11 11207
Hour 12 10885
Hour 13 10357
Hour 14 10796
Hour 15 11733
Hour 16 11776
Hour 17 11531
Hour 18 9934
Hour 19 10739
Hour 20 11979
Hour 21 12833
Hour 22 13413
Hour 23 10646
Date 9
Hour 0 5673
Hour 1 5165
Hour 2 4666
Hour 3 3939
Hour 4 4491
Hour 5 4419
Hour 6 5346
Hour 7 6264
Hour 8 8404
Hour 9 10493
Hour 10 11899
Hour 11 12497
Hour 12 11183
Hour 13 11169
Hour 14 11425
Hour 15 12428
Hour 16 12368
Hour 17 11287
Hour 18 10286
Hour 19 11352
Hour 20 12531
Hour 21 13673
Hour 22 13153
Hour 23 14676
Date 10
Hour 0 6321
Hour 1 4819
Hour 2 4246
Hour 3 4782
Hour 4 4236
Hour 5 4658
Hour 6 5358
Hour 7 6009
Hour 8 8242
Hour 9 9908
Hour 10 11098
Hour 11 11143
Hour 12 10737
Hour 13 11061
Hour 14 12047
Hour 15 12458
Hour 16 21442
Hour 17 16830
Hour 18 17428
Hour 19 19986
Hour 20 19420
Hour 21 18066
Hour 22 21558
Hour 23 18762
Date 11
Hour 0 10359
Hour 1 14972
Hour 2 13095
Hour 3 12545
Hour 4 11961
Hour 5 12400
Hour 6 13342
Hour 7 14309
Hour 8 16846
Hour 9 17108
Hour 10 12322
Hour 11 11787
Hour 12 13111
Hour 13 20716
Hour 14 18078
Hour 15 19077
Hour 16 16568
Hour 17 14474
Hour 18 17157
Hour 19 31544
Hour 20 29413
Hour 21 28187
Hour 22 26594
Hour 23 22194
Date 12
Hour 0 7784
Hour 1 6038
Hour 2 5059
Hour 3 4187
Hour 4 4615
Hour 5 4702
Hour 6 6086
Hour 7 7307
Hour 8 9712
Hour 9 10238
Hour 10 11030
Hour 11 10608
Hour 12 10317
Hour 13 9982
Hour 14 10220
Hour 15 11009
Hour 16 10366
Hour 17 10658
Hour 18 11115
Hour 19 10596
Hour 20 11446
Hour 21 11352
Hour 22 11521
Hour 23 10229
Date 13
Hour 0 6051
Hour 1 5851
Hour 2 4189
Hour 3 3820
Hour 4 3754
Hour 5 3830
Hour 6 4757
Hour 7 5720
Hour 8 7266
Hour 9 8866
Hour 10 9234
Hour 11 9360
Hour 12 9246
Hour 13 9296
Hour 14 9047
Hour 15 9960
Hour 16 9997
Hour 17 9830
Hour 18 10753
Hour 19 11365
Hour 20 12257
Hour 21 12134
Hour 22 11878
Hour 23 9947
Date 14
Hour 0 5767
Hour 1 5320
Hour 2 4333
Hour 3 4217
Hour 4 3914
Hour 5 4196
Hour 6 5338
Hour 7 6155
Hour 8 8213
Hour 9 10313
Hour 10 12229
Hour 11 12408
Hour 12 11405
Hour 13 11514
Hour 14 12080
Hour 15 12602
Hour 16 12788
Hour 17 11240
Hour 18 11986
Hour 19 12233
Hour 20 13023
Hour 21 13448
Hour 22 12700
Hour 23 10989
Date 15
Hour 0 12393
Hour 1 5912
Hour 2 5401
Hour 3 4784
Hour 4 3357
Hour 5 3005
Hour 6 3684
Hour 7 6777
Hour 8 9274
Hour 9 12054
Hour 10 13060
Hour 11 12602
Hour 12 11782
Hour 13 12130
Hour 14 4706
Hour 15 9619
Hour 16 13004
Hour 17 11290
Hour 18 12279
Hour 19 12955
Hour 20 13421
Hour 21 14629
Hour 22 13753
Hour 23 11553
Date 16
Hour 0 7155
Hour 1 6007
Hour 2 5338
Hour 3 4849
Hour 4 4615
Hour 5 4869
Hour 6 5474
Hour 7 6367
Hour 8 9075
Hour 9 11499
Hour 10 12992
Hour 11 12212
Hour 12 11350
Hour 13 12733
Hour 14 12415
Hour 15 13467
Hour 16 13492
Hour 17 11861
Hour 18 10222
Hour 19 10815
Hour 20 13996
Hour 21 15367
Hour 22 15135
Hour 23 11396
Date 17
Hour 0 6046
Hour 1 4822
Hour 2 3981
Hour 3 3417
Hour 4 3903
Hour 5 3962
Hour 6 5626
Hour 7 6044
Hour 8 8782
Hour 9 10845
Hour 10 12259
Hour 11 12022
Hour 12 11229
Hour 13 11933
Hour 14 12072
Hour 15 11955
Hour 16 12244
Hour 17 11017
Hour 18 11606
Hour 19 12128
Hour 20 13723
Hour 21 14634
Hour 22 13927
Hour 23 10894
Date 18
Hour 0 6755
Hour 1 5492
Hour 2 4700
Hour 3 4373
Hour 4 4526
Hour 5 4462
Hour 6 5513
Hour 7 6827
Hour 8 9098
Hour 9 11678
Hour 10 12792
Hour 11 11864
Hour 12 10412
Hour 13 10975
Hour 14 11588
Hour 15 12231
Hour 16 12593
Hour 17 11269
Hour 18 11455
Hour 19 11929
Hour 20 12872
Hour 21 13118
Hour 22 14530
Hour 23 11751
Date 19
Hour 0 6651
Hour 1 5550
Hour 2 5091
Hour 3 4763
Hour 4 4433
Hour 5 5054
Hour 6 5462
Hour 7 7492
Hour 8 9085
Hour 9 10524
Hour 10 10308
Hour 11 11357
Hour 12 10179
Hour 13 9918
Hour 14 10012
Hour 15 10720
Hour 16 12328
Hour 17 11734
Hour 18 12536
Hour 19 11883
Hour 20 12751
Hour 21 13429
Hour 22 13241
Hour 23 11189
Date 20
Hour 0 6420
Hour 1 6422
Hour 2 5263
Hour 3 4106
Hour 4 4531
Hour 5 4573
Hour 6 5821
Hour 7 6773
Hour 8 8529
Hour 9 9273
Hour 10 9715
Hour 11 10354
Hour 12 10168
Hour 13 10352
Hour 14 10290
Hour 15 10152
Hour 16 10831
Hour 17 10248
Hour 18 11331
Hour 19 11505
Hour 20 12949
Hour 21 12791
Hour 22 13008
Hour 23 10959
Date 21
Hour 0 5366
Hour 1 4842
Hour 2 3958
Hour 3 3821
Hour 4 3298
Hour 5 3777
Hour 6 4909
Hour 7 5727
Hour 8 8172
Hour 9 11079
Hour 10 12677
Hour 11 12689
Hour 12 11701
Hour 13 12681
Hour 14 12366
Hour 15 13639
Hour 16 13083
Hour 17 11964
Hour 18 12689
Hour 19 12532
Hour 20 14162
Hour 21 14296
Hour 22 14906
Hour 23 11787
Date 22
Hour 0 6124
Hour 1 5377
Hour 2 4520
Hour 3 3913
Hour 4 3938
Hour 5 4350
Hour 6 5249
Hour 7 7000
Hour 8 9634
Hour 9 11226
Hour 10 13231
Hour 11 13100
Hour 12 12480
Hour 13 13673
Hour 14 12640
Hour 15 13040
Hour 16 12916
Hour 17 11543
Hour 18 10647
Hour 19 12520
Hour 20 15218
Hour 21 16686
Hour 22 17067
Hour 23 13136
Url /tour/category/statis/query
 Date 8
Hour 0 369
Hour 1 415
Hour 2 416
Hour 3 378
Hour 4 1
Hour 5 59
Hour 6 1
Hour 7 2
Hour 8 6
Hour 9 53
Hour 10 75
Hour 11 54
Hour 12 22
Hour 13 30
Hour 14 77
Hour 15 93
Hour 16 253
Hour 17 288
Hour 18 33
Hour 19 11
Hour 20 9
Hour 21 15
Hour 22 112
Hour 23 2
Date 9
Hour 0 432
Hour 1 486
Hour 2 444
Hour 3 374
Hour 4 4
Hour 5 74
Hour 6 2
Hour 7 4
Hour 8 21
Hour 9 129
Hour 10 98
Hour 11 36
Hour 12 24
Hour 13 14
Hour 14 18
Hour 15 25
Hour 16 52
Hour 17 30
Hour 18 13
Hour 19 10
Hour 20 3
Hour 21 3
Hour 22 128
Hour 23 25
Date 10
Hour 0 392
Hour 1 432
Hour 2 395
Hour 3 348
Hour 4 0
Hour 5 7
Hour 6 0
Hour 7 2
Hour 8 3
Hour 9 37
Hour 10 44
Hour 11 34
Hour 12 25
Hour 13 37
Hour 14 32
Hour 15 38
Hour 16 15
Hour 17 42
Hour 18 21
Hour 19 20
Hour 20 26
Hour 21 11
Hour 22 126
Hour 23 5
Date 11
Hour 0 473
Hour 1 445
Hour 2 422
Hour 3 339
Hour 4 0
Hour 5 82
Hour 6 4
Hour 7 4
Hour 8 16
Hour 9 72
Hour 10 16
Hour 11 15
Hour 12 6
Hour 13 22
Hour 14 13
Hour 15 26
Hour 16 16
Hour 17 7
Hour 18 4
Hour 19 3
Hour 20 4
Hour 21 7
Hour 22 111
Hour 23 8
Date 12
Hour 0 439
Hour 1 391
Hour 2 401
Hour 3 349
Hour 4 2
Hour 5 105
Hour 6 0
Hour 7 4
Hour 8 4
Hour 9 3
Hour 10 10
Hour 11 10
Hour 12 9
Hour 13 3
Hour 14 4
Hour 15 1
Hour 16 4
Hour 17 3
Hour 18 6
Hour 19 5
Hour 20 4
Hour 21 3
Hour 22 118
Hour 23 2
Date 13
Hour 0 418
Hour 1 459
Hour 2 412
Hour 3 370
Hour 4 2
Hour 5 3
Hour 6 1
Hour 7 4
Hour 8 1
Hour 9 2
Hour 10 5
Hour 11 3
Hour 12 6
Hour 13 7
Hour 14 3
Hour 15 9
Hour 16 3
Hour 17 6
Hour 18 4
Hour 19 4
Hour 20 9
Hour 21 8
Hour 22 119
Hour 23 3
Date 14
Hour 0 452
Hour 1 496
Hour 2 480
Hour 3 396
Hour 4 0
Hour 5 9
Hour 6 1
Hour 7 2
Hour 8 8
Hour 9 3
Hour 10 9
Hour 11 10
Hour 12 17
Hour 13 6
Hour 14 11
Hour 15 15
Hour 16 10
Hour 17 8
Hour 18 3
Hour 19 6
Hour 20 13
Hour 21 9
Hour 22 113
Hour 23 52
Date 15
Hour 0 654
Hour 1 444
Hour 2 450
Hour 3 388
Hour 4 0
Hour 5 5
Hour 6 0
Hour 7 2
Hour 8 3
Hour 9 34
Hour 10 66
Hour 11 59
Hour 12 25
Hour 13 25
Hour 14 89
Hour 15 134
Hour 16 251
Hour 17 216
Hour 18 8
Hour 19 10
Hour 20 18
Hour 21 10
Hour 22 113
Hour 23 11
Date 16
Hour 0 450
Hour 1 493
Hour 2 490
Hour 3 394
Hour 4 0
Hour 5 88
Hour 6 6
Hour 7 4
Hour 8 17
Hour 9 130
Hour 10 153
Hour 11 137
Hour 12 22
Hour 13 33
Hour 14 77
Hour 15 39
Hour 16 25
Hour 17 52
Hour 18 40
Hour 19 12
Hour 20 19
Hour 21 6
Hour 22 128
Hour 23 11
Date 17
Hour 0 463
Hour 1 444
Hour 2 472
Hour 3 377
Hour 4 0
Hour 5 100
Hour 6 5
Hour 7 1
Hour 8 3
Hour 9 46
Hour 10 18
Hour 11 35
Hour 12 13
Hour 13 150
Hour 14 267
Hour 15 66
Hour 16 43
Hour 17 53
Hour 18 51
Hour 19 28
Hour 20 9
Hour 21 5
Hour 22 161
Hour 23 9
Date 18
Hour 0 441
Hour 1 397
Hour 2 459
Hour 3 453
Hour 4 71
Hour 5 96
Hour 6 2
Hour 7 2
Hour 8 9
Hour 9 21
Hour 10 8
Hour 11 13
Hour 12 5
Hour 13 126
Hour 14 4
Hour 15 3
Hour 16 17
Hour 17 7
Hour 18 1
Hour 19 4
Hour 20 5
Hour 21 1
Hour 22 108
Hour 23 5
Date 19
Hour 0 522
Hour 1 443
Hour 2 466
Hour 3 403
Hour 4 1
Hour 5 112
Hour 6 0
Hour 7 2
Hour 8 0
Hour 9 3
Hour 10 2
Hour 11 4
Hour 12 5
Hour 13 1
Hour 14 4
Hour 15 6
Hour 16 2
Hour 17 3
Hour 18 3
Hour 19 1
Hour 20 2
Hour 21 4
Hour 22 116
Hour 23 0
Date 20
Hour 0 462
Hour 1 465
Hour 2 480
Hour 3 411
Hour 4 2
Hour 5 98
Hour 6 1
Hour 7 3
Hour 8 5
Hour 9 3
Hour 10 3
Hour 11 8
Hour 12 1
Hour 13 3
Hour 14 5
Hour 15 7
Hour 16 0
Hour 17 4
Hour 18 3
Hour 19 5
Hour 20 1
Hour 21 3
Hour 22 109
Hour 23 1
Date 21
Hour 0 499
Hour 1 462
Hour 2 454
Hour 3 373
Hour 4 0
Hour 5 93
Hour 6 0
Hour 7 2
Hour 8 3
Hour 9 6
Hour 10 7
Hour 11 12
Hour 12 8
Hour 13 9
Hour 14 8
Hour 15 7
Hour 16 10
Hour 17 5
Hour 18 3
Hour 19 2
Hour 20 4
Hour 21 1
Hour 22 106
Hour 23 1
Date 22
Hour 0 539
Hour 1 497
Hour 2 425
Hour 3 393
Hour 4 1
Hour 5 92
Hour 6 1
Hour 7 0
Hour 8 1
Hour 9 47
Hour 10 22
Hour 11 32
Hour 12 23
Hour 13 24
Hour 14 79
Hour 15 108
Hour 16 217
Hour 17 262
Hour 18 24
Hour 19 10
Hour 20 4
Hour 21 11
Hour 22 112
Hour 23 3
Url /tour/poi/query/queryProvinceList
 Date 8
Hour 0 0
Hour 1 2
Hour 2 1
Hour 3 0
Hour 4 0
Hour 5 1
Hour 6 0
Hour 7 1
Hour 8 0
Hour 9 0
Hour 10 0
Hour 11 0
Hour 12 0
Hour 13 1
Hour 14 0
Hour 15 0
Hour 16 1
Hour 17 1
Hour 18 2
Hour 19 0
Hour 20 1
Hour 21 1
Hour 22 1
Hour 23 0
Date 9
Hour 0 0
Hour 1 0
Hour 2 0
Hour 3 1
Hour 4 0
Hour 5 0
Hour 6 1
Hour 7 0
Hour 8 2
Hour 9 1
Hour 10 0
Hour 11 1
Hour 12 0
Hour 13 0
Hour 14 0
Hour 15 0
Hour 16 0
Hour 17 0
Hour 18 0
Hour 19 0
Hour 20 0
Hour 21 0
Hour 22 0
Hour 23 0
Date 10
Hour 0 0
Hour 1 0
Hour 2 0
Hour 3 0
Hour 4 0
Hour 5 1
Hour 6 0
Hour 7 0
Hour 8 1
Hour 9 1
Hour 10 1
Hour 11 1
Hour 12 1
Hour 13 0
Hour 14 0
Hour 15 0
Hour 16 1
Hour 17 0
Hour 18 1
Hour 19 0
Hour 20 0
Hour 21 0
Hour 22 0
Hour 23 0
Date 11
Hour 0 0
Hour 1 0
Hour 2 1
Hour 3 0
Hour 4 0
Hour 5 0
Hour 6 0
Hour 7 0
Hour 8 0
Hour 9 1
Hour 10 1
Hour 11 0
Hour 12 0
Hour 13 1
Hour 14 0
Hour 15 0
Hour 16 0
Hour 17 1
Hour 18 0
Hour 19 1
Hour 20 0
Hour 21 0
Hour 22 1
Hour 23 0
Date 12
Hour 0 0
Hour 1 0
Hour 2 1
Hour 3 0
Hour 4 1
Hour 5 0
Hour 6 0
Hour 7 0
Hour 8 0
Hour 9 0
Hour 10 0
Hour 11 0
Hour 12 0
Hour 13 0
Hour 14 0
Hour 15 0
Hour 16 0
Hour 17 0
Hour 18 0
Hour 19 0
Hour 20 0
Hour 21 0
Hour 22 0
Hour 23 0
Date 13
Hour 0 0
Hour 1 0
Hour 2 2
Hour 3 0
Hour 4 1
Hour 5 0
Hour 6 0
Hour 7 1
Hour 8 0
Hour 9 0
Hour 10 0
Hour 11 1
Hour 12 1
Hour 13 0
Hour 14 0
Hour 15 0
Hour 16 0
Hour 17 0
Hour 18 0
Hour 19 0
Hour 20 0
Hour 21 0
Hour 22 0
Hour 23 0
Date 14
Hour 0 0
Hour 1 0
Hour 2 0
Hour 3 0
Hour 4 0
Hour 5 0
Hour 6 0
Hour 7 1
Hour 8 0
Hour 9 1
Hour 10 0
Hour 11 1
Hour 12 1
Hour 13 0
Hour 14 0
Hour 15 0
Hour 16 1
Hour 17 0
Hour 18 1
Hour 19 0
Hour 20 0
Hour 21 0
Hour 22 0
Hour 23 0
Date 15
Hour 0 1
Hour 1 0
Hour 2 0
Hour 3 0
Hour 4 0
Hour 5 1
Hour 6 1
Hour 7 1
Hour 8 0
Hour 9 0
Hour 10 1
Hour 11 0
Hour 12 0
Hour 13 0
Hour 14 0
Hour 15 0
Hour 16 0
Hour 17 0
Hour 18 1
Hour 19 1
Hour 20 0
Hour 21 0
Hour 22 0
Hour 23 1
Date 16
Hour 0 0
Hour 1 0
Hour 2 0
Hour 3 1
Hour 4 1
Hour 5 0
Hour 6 0
Hour 7 1
Hour 8 0
Hour 9 1
Hour 10 2
Hour 11 0
Hour 12 0
Hour 13 0
Hour 14 1
Hour 15 1
Hour 16 0
Hour 17 0
Hour 18 0
Hour 19 1
Hour 20 0
Hour 21 0
Hour 22 1
Hour 23 0
Date 17
Hour 0 0
Hour 1 0
Hour 2 0
Hour 3 0
Hour 4 0
Hour 5 0
Hour 6 0
Hour 7 0
Hour 8 1
Hour 9 0
Hour 10 1
Hour 11 1
Hour 12 1
Hour 13 0
Hour 14 1
Hour 15 0
Hour 16 0
Hour 17 1
Hour 18 0
Hour 19 0
Hour 20 0
Hour 21 0
Hour 22 0
Hour 23 0
Date 18
Hour 0 1
Hour 1 0
Hour 2 0
Hour 3 0
Hour 4 0
Hour 5 0
Hour 6 0
Hour 7 0
Hour 8 0
Hour 9 0
Hour 10 1
Hour 11 0
Hour 12 0
Hour 13 0
Hour 14 1
Hour 15 0
Hour 16 0
Hour 17 1
Hour 18 0
Hour 19 0
Hour 20 1
Hour 21 0
Hour 22 0
Hour 23 0
Date 19
Hour 0 1
Hour 1 1
Hour 2 0
Hour 3 0
Hour 4 0
Hour 5 0
Hour 6 0
Hour 7 0
Hour 8 0
Hour 9 1
Hour 10 1
Hour 11 0
Hour 12 1
Hour 13 0
Hour 14 0
Hour 15 0
Hour 16 1
Hour 17 0
Hour 18 1
Hour 19 0
Hour 20 1
Hour 21 1
Hour 22 0
Hour 23 1
Date 20
Hour 0 0
Hour 1 0
Hour 2 0
Hour 3 0
Hour 4 1
Hour 5 0
Hour 6 0
Hour 7 0
Hour 8 0
Hour 9 0
Hour 10 0
Hour 11 0
Hour 12 0
Hour 13 0
Hour 14 0
Hour 15 1
Hour 16 0
Hour 17 0
Hour 18 0
Hour 19 1
Hour 20 0
Hour 21 1
Hour 22 0
Hour 23 0
Date 21
Hour 0 0
Hour 1 1
Hour 2 0
Hour 3 1
Hour 4 1
Hour 5 1
Hour 6 1
Hour 7 0
Hour 8 0
Hour 9 0
Hour 10 1
Hour 11 0
Hour 12 1
Hour 13 0
Hour 14 0
Hour 15 0
Hour 16 0
Hour 17 0
Hour 18 1
Hour 19 1
Hour 20 1
Hour 21 0
Hour 22 0
Hour 23 1
Date 22
Hour 0 0
Hour 1 0
Hour 2 0
Hour 3 0
Hour 4 1
Hour 5 0
Hour 6 0
Hour 7 0
Hour 8 0
Hour 9 0
Hour 10 0
Hour 11 0
Hour 12 0
Hour 13 1
Hour 14 1
Hour 15 0
Hour 16 3
Hour 17 0
Hour 18 1
Hour 19 1
Hour 20 1
Hour 21 1
Hour 22 1
Hour 23 0
Url /tour/em-task/exec
 Date 8
Hour 0 0
Hour 1 2
Hour 2 0
Hour 3 0
Hour 4 0
Hour 5 0
Hour 6 0
Hour 7 0
Hour 8 0
Hour 9 0
Hour 10 0
Hour 11 0
Hour 12 0
Hour 13 0
Hour 14 0
Hour 15 0
Hour 16 0
Hour 17 0
Hour 18 0
Hour 19 0
Hour 20 0
Hour 21 0
Hour 22 0
Hour 23 0
Date 9
Hour 0 0
Hour 1 2
Hour 2 0
Hour 3 0
Hour 4 0
Hour 5 0
Hour 6 0
Hour 7 0
Hour 8 0
Hour 9 0
Hour 10 0
Hour 11 0
Hour 12 0
Hour 13 0
Hour 14 0
Hour 15 0
Hour 16 0
Hour 17 0
Hour 18 0
Hour 19 0
Hour 20 0
Hour 21 0
Hour 22 0
Hour 23 0
Date 10
Hour 0 0
Hour 1 2
Hour 2 0
Hour 3 0
Hour 4 0
Hour 5 0
Hour 6 0
Hour 7 0
Hour 8 0
Hour 9 0
Hour 10 0
Hour 11 0
Hour 12 0
Hour 13 0
Hour 14 0
Hour 15 0
Hour 16 0
Hour 17 0
Hour 18 0
Hour 19 0
Hour 20 0
Hour 21 0
Hour 22 0
Hour 23 0
Date 11
Hour 0 0
Hour 1 2
Hour 2 0
Hour 3 0
Hour 4 0
Hour 5 0
Hour 6 0
Hour 7 0
Hour 8 0
Hour 9 0
Hour 10 0
Hour 11 0
Hour 12 0
Hour 13 0
Hour 14 0
Hour 15 0
Hour 16 0
Hour 17 0
Hour 18 0
Hour 19 0
Hour 20 0
Hour 21 0
Hour 22 0
Hour 23 0
Date 12
Hour 0 0
Hour 1 2
Hour 2 0
Hour 3 0
Hour 4 0
Hour 5 0
Hour 6 0
Hour 7 0
Hour 8 0
Hour 9 0
Hour 10 0
Hour 11 0
Hour 12 0
Hour 13 0
Hour 14 0
Hour 15 0
Hour 16 0
Hour 17 0
Hour 18 0
Hour 19 0
Hour 20 0
Hour 21 0
Hour 22 0
Hour 23 0
Date 13
Hour 0 0
Hour 1 2
Hour 2 0
Hour 3 0
Hour 4 0
Hour 5 0
Hour 6 0
Hour 7 0
Hour 8 0
Hour 9 0
Hour 10 0
Hour 11 0
Hour 12 0
Hour 13 0
Hour 14 0
Hour 15 0
Hour 16 0
Hour 17 0
Hour 18 0
Hour 19 0
Hour 20 0
Hour 21 0
Hour 22 0
Hour 23 0
Date 14
Hour 0 0
Hour 1 2
Hour 2 0
Hour 3 0
Hour 4 0
Hour 5 0
Hour 6 0
Hour 7 0
Hour 8 0
Hour 9 0
Hour 10 0
Hour 11 0
Hour 12 0
Hour 13 0
Hour 14 0
Hour 15 0
Hour 16 0
Hour 17 0
Hour 18 0
Hour 19 0
Hour 20 0
Hour 21 0
Hour 22 0
Hour 23 0
Date 15
Hour 0 0
Hour 1 2
Hour 2 0
Hour 3 0
Hour 4 0
Hour 5 0
Hour 6 0
Hour 7 0
Hour 8 0
Hour 9 0
Hour 10 0
Hour 11 0
Hour 12 0
Hour 13 0
Hour 14 0
Hour 15 0
Hour 16 0
Hour 17 0
Hour 18 0
Hour 19 0
Hour 20 0
Hour 21 0
Hour 22 0
Hour 23 0
Date 16
Hour 0 0
Hour 1 2
Hour 2 0
Hour 3 0
Hour 4 0
Hour 5 0
Hour 6 0
Hour 7 0
Hour 8 0
Hour 9 0
Hour 10 0
Hour 11 0
Hour 12 0
Hour 13 0
Hour 14 0
Hour 15 0
Hour 16 0
Hour 17 0
Hour 18 0
Hour 19 0
Hour 20 0
Hour 21 0
Hour 22 0
Hour 23 0
Date 17
Hour 0 0
Hour 1 2
Hour 2 0
Hour 3 0
Hour 4 0
Hour 5 0
Hour 6 0
Hour 7 0
Hour 8 0
Hour 9 0
Hour 10 0
Hour 11 0
Hour 12 0
Hour 13 0
Hour 14 0
Hour 15 0
Hour 16 0
Hour 17 0
Hour 18 0
Hour 19 0
Hour 20 0
Hour 21 0
Hour 22 0
Hour 23 0
Date 18
Hour 0 0
Hour 1 2
Hour 2 0
Hour 3 0
Hour 4 0
Hour 5 0
Hour 6 0
Hour 7 0
Hour 8 0
Hour 9 0
Hour 10 0
Hour 11 0
Hour 12 0
Hour 13 0
Hour 14 0
Hour 15 0
Hour 16 0
Hour 17 0
Hour 18 0
Hour 19 0
Hour 20 0
Hour 21 0
Hour 22 0
Hour 23 0
Date 19
Hour 0 0
Hour 1 2
Hour 2 0
Hour 3 0
Hour 4 0
Hour 5 0
Hour 6 0
Hour 7 0
Hour 8 0
Hour 9 0
Hour 10 0
Hour 11 0
Hour 12 0
Hour 13 0
Hour 14 0
Hour 15 0
Hour 16 0
Hour 17 0
Hour 18 0
Hour 19 0
Hour 20 0
Hour 21 0
Hour 22 0
Hour 23 0
Date 20
Hour 0 0
Hour 1 2
Hour 2 0
Hour 3 0
Hour 4 0
Hour 5 0
Hour 6 0
Hour 7 0
Hour 8 0
Hour 9 0
Hour 10 0
Hour 11 0
Hour 12 0
Hour 13 0
Hour 14 0
Hour 15 0
Hour 16 0
Hour 17 0
Hour 18 0
Hour 19 0
Hour 20 0
Hour 21 0
Hour 22 0
Hour 23 0
Date 21
Hour 0 0
Hour 1 2
Hour 2 0
Hour 3 0
Hour 4 0
Hour 5 0
Hour 6 0
Hour 7 0
Hour 8 0
Hour 9 0
Hour 10 0
Hour 11 0
Hour 12 0
Hour 13 0
Hour 14 0
Hour 15 0
Hour 16 0
Hour 17 0
Hour 18 0
Hour 19 0
Hour 20 0
Hour 21 0
Hour 22 0
Hour 23 0
Date 22
Hour 0 0
Hour 1 2
Hour 2 0
Hour 3 0
Hour 4 0
Hour 5 0
Hour 6 0
Hour 7 0
Hour 8 0
Hour 9 0
Hour 10 0
Hour 11 0
Hour 12 0
Hour 13 0
Hour 14 0
Hour 15 0
Hour 16 0
Hour 17 0
Hour 18 0
Hour 19 0
Hour 20 0
Hour 21 0
Hour 22 0
Hour 23 0
Url /tour/suggestion/query
 Date 8
Hour 0 2518
Hour 1 1721
Hour 2 959
Hour 3 593
Hour 4 428
Hour 5 783
Hour 6 1900
Hour 7 3197
Hour 8 5567
Hour 9 10078
Hour 10 13690
Hour 11 13411
Hour 12 10919
Hour 13 12009
Hour 14 12186
Hour 15 13116
Hour 16 13390
Hour 17 10808
Hour 18 8367
Hour 19 9392
Hour 20 11565
Hour 21 12590
Hour 22 12854
Hour 23 8546
Date 9
Hour 0 3331
Hour 1 1817
Hour 2 950
Hour 3 613
Hour 4 467
Hour 5 677
Hour 6 1828
Hour 7 3414
Hour 8 5745
Hour 9 10269
Hour 10 12750
Hour 11 12814
Hour 12 10981
Hour 13 11466
Hour 14 12799
Hour 15 13796
Hour 16 13115
Hour 17 10693
Hour 18 7753
Hour 19 9354
Hour 20 11215
Hour 21 12529
Hour 22 11859
Hour 23 10855
Date 10
Hour 0 3127
Hour 1 1647
Hour 2 935
Hour 3 595
Hour 4 611
Hour 5 751
Hour 6 1939
Hour 7 3063
Hour 8 5213
Hour 9 9675
Hour 10 12492
Hour 11 12452
Hour 12 10328
Hour 13 11538
Hour 14 12198
Hour 15 12901
Hour 16 13251
Hour 17 10201
Hour 18 7665
Hour 19 8694
Hour 20 11393
Hour 21 12285
Hour 22 12610
Hour 23 8502
Date 11
Hour 0 3538
Hour 1 1806
Hour 2 950
Hour 3 684
Hour 4 489
Hour 5 867
Hour 6 2013
Hour 7 3002
Hour 8 5566
Hour 9 10286
Hour 10 13079
Hour 11 12765
Hour 12 10406
Hour 13 11503
